Product Name,Product Price,Product URL,Ratings,Brand,Hardware Interface,Memory
"SanDisk 1TB Extreme PRO Portable SSD - Up to 2000MB/s - USB-C, USB 3.2 Gen 2x2 - External Solid State Drive - SDSSDE81-1T00-G25",199.99,https://www.amazon.com//SanDisk-1TB-Extreme-Portable-SDSSDE81-1T00-G25/dp/B08GV9M64L/ref=sr_1_13?dchild=1&keywords=Samsung+Hard+Drive&qid=1619424719&sr=8-13,4.8 out of 5 stars,SanDisk,USB Type C,1 TB
"SanDisk SSD PLUS 120GB Internal SSD - SATA III 6 Gb/s, 2.5""/7mm, Up to 530 MB/s - SDSSDA-120G-G27",38.44,https://www.amazon.com//SanDisk-120GB-Solid-State-SDSSDA-120G-G27/dp/B07621PNWC/ref=sr_1_7?dchild=1&keywords=SanDisk+Hard+Drive&qid=1619424208&sr=8-7,4.7 out of 5 stars,SanDisk,SATA 6.0 Gb/s,120 GB
SanDisk SSD Plus 120GB Solid State Drive - SDSSDA-120G-G26,39.28,https://www.amazon.com//SanDisk-120GB-Solid-State-Drive/dp/B01F9G414U/ref=sr_1_23?dchild=1&keywords=SanDisk+Hard+Drive&qid=1619424319&sr=8-23,4.7 out of 5 stars,SanDisk,SATA 6.0 Gb/s,120 GB
SanDisk Extreme PRO 240GB SATA 6.0Gb/s 2.5-Inch 7mm Height Solid State Drive (SSD),89.99,https://www.amazon.com//SanDisk-Extreme-240GB-2-5-Inch-Height/dp/B00KHRYRNM/ref=sr_1_24?dchild=1&keywords=SanDisk+Hard+Drive&qid=1619424319&sr=8-24,4.7 out of 5 stars,SanDisk,SATA 6.0 Gb/s,240 GB
SanDisk SSD Plus 120GB 2.5-Inch SDSSDA-120G-G25 (Old Version),39.99,https://www.amazon.com//SanDisk-120GB-2-5-Inch-SDSSDA-120G-G25-Version/dp/B00S9Q9UKS/ref=sr_1_18?dchild=1&keywords=SanDisk+Hard+Drive&qid=1619424208&sr=8-18,4.6 out of 5 stars,SanDisk,SATA 6.0 Gb/s,120 GB
"SanDisk SSD Plus 120GB Internal SSD (Bulk 2 Pack) SATA III 6 Gb/s, 2.5""/7mm (SDSSDA-120G-G27) Solid State Drive Bundle with (2) Everything But Stromboli USB 3.0 SSD Enclosures",101.61,https://www.amazon.com//SanDisk-SDSSDA-120G-G27-Everything-Stromboli-Enclosures/dp/B08CBKR6CV/ref=sr_1_25?dchild=1&keywords=SanDisk+Hard+Drive&qid=1619424319&sr=8-25,4.5 out of 5 stars,SanDisk,SSD,120 GB
"SanDisk SSD Plus 120GB Internal SSD (10 Pack) - SATA III 6 Gb/s, 2.5""/7mm - (SDSSDA-120G-G27) Solid State Drive Bundle with (1) Everything But Stromboli Magnetic Screwdriver and Microfiber Cloth",439.33,https://www.amazon.com//SanDisk-Plus-120GB-Internal-Bundle/dp/B07Q8TN3B8/ref=sr_1_14?dchild=1&keywords=SanDisk+Hard+Drive&qid=1619424208&sr=8-14,4.4 out of 5 stars,SanDisk,SATA 6.0 Gb/s,120 GB
SanDisk Extreme 500 Portable SSD 1TB SDSSDEXT-1T00-G25,199.9,https://www.amazon.com//SanDisk-Extreme-500-Portable-SDSSDEXT-1T00-G25/dp/B01MZI4Y51/ref=sr_1_13?dchild=1&keywords=SanDisk+Hard+Drive&qid=1619424208&sr=8-13,4.2 out of 5 stars,SanDisk,USB 2.0,8 GB
SanDisk Ultra II 960GB Solid State Drive (SDSSDHII-960G-G25),139.99,https://www.amazon.com//SanDisk-Ultra-960GB-Solid-SDSSDHII-960G-G25/dp/B00M8ABHVQ/ref=sr_1_30?dchild=1&keywords=SanDisk+Hard+Drive&qid=1619424319&sr=8-30,4.2 out of 5 stars,SanDisk,SATA 3.0 Gb/s,960 GB
SanDisk Extreme 900 Portable 960GB SSD (SDSSDEX2-960G-G25),299.99,https://www.amazon.com//SanDisk-Extreme-Portable-960GB-SDSSDEX2-960G-G25/dp/B01127E6P4/ref=sr_1_20?dchild=1&keywords=SanDisk+Hard+Drive&qid=1619424319&sr=8-20,4.1 out of 5 stars,SanDisk,SSD,960 GB
"SanDisk 128GB iXpand Flash Drive for iPhone and iPad - SDIX30C-128G-GN6NE & WD 2TB Elements Portable External Hard Drive, USB 3.0, Compatible with PC, Mac, PS4 & Xbox - WDBU6Y0020BBK-WESN",105.98,https://www.amazon.com//SanDisk-128GB-iXpand-Flash-iPhone/dp/B08S8MRK2H/ref=sr_1_8?dchild=1&keywords=SanDisk+Hard+Drive&qid=1619424208&sr=8-8,,SanDisk,"USB 3.0, USB 2.0",2000 GB
"SanDisk SSD Plus 120GB Internal SSD SATA III 6 Gb/s 2.5""/7mm (SDSSDA-120G-G27) Solid State Drive Bundle with (1) Everything But Stromboli USB 3.0 SSD Enclosures",52.89,https://www.amazon.com//SanDisk-SDSSDA-120G-G27-Everything-Stromboli-Enclosures/dp/B08CBLG6PL/ref=sr_1_17?dchild=1&keywords=SanDisk+Hard+Drive&qid=1619424208&sr=8-17,,SanDisk,SSD,120 GB
"SanDisk SSD Plus 1TB Internal SSD - SATA III 6 Gb/s, 2.5""/7mm, Up to 535 MB/s - SDSSDA-1T00-G26 & Corsair Dual SSD Mounting Bracket 3.5"" CSSD-BRKT2, Black",105.98,https://www.amazon.com//SanDisk-SSD-Plus-Internal-SDSSDA-1T00-G26/dp/B08P6GQ4NZ/ref=sr_1_38?dchild=1&keywords=SanDisk+Hard+Drive&qid=1619424437&sr=8-38,,SanDisk,SSD,
"Seagate Barracuda Fast SSD 2TB External Solid State Drive Portable – USB-C USB 3.0 for PC, Mac, Xbox, & PS4-3-Year Rescue Service (STJM2000400)",249.99,https://www.amazon.com//gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg1_1?ie=UTF8&adId=A06033293MVJXR6HWNFWJ&url=%2FSeagate-Barracuda-External-Solid-Portable%2Fdp%2FB083FFTX9D%2Fref%3Dsr_1_22_sspa%3Fdchild%3D1%26keywords%3DSanDisk%2BHard%2BDrive%26qid%3D1619424208%26sr%3D8-22-spons%26psc%3D1&qualifier=1619424208&id=5706392565895059&widgetName=sp_btf,4.8 out of 5 stars,Seagate,USB 3.0,2 TB
"Seagate Game Drive for Xbox 500GB SSD External Solid State Drive, Portable USB 3.0 – Designed for Xbox One, 2 Month Xbox Game Pass Membership, 1 Year Rescue Service (STHB500401)",118.99,https://www.amazon.com//Seagate-Portable-Drive-Xbox-Console-compatible-USB-STHB500401/dp/B07HPC8TD6/ref=sr_1_37?dchild=1&keywords=SanDisk+Hard+Drive&qid=1619424437&sr=8-37,4.8 out of 5 stars,Seagate,USB 3.0,500 GB
Seagate Game Drive Hub 8TB External Hard Drive Desktop HDD with Dual USB Ports - Designed for Xbox One - 1-Year Rescue Service (STGG8000400),164.99,https://www.amazon.com//Seagate-Drive-Storage-Ports-STGG8000400/dp/B072QH2JCL/ref=sr_1_18?dchild=1&keywords=Seagate+Hard+Drive&qid=1619424467&sr=8-18,4.8 out of 5 stars,Seagate,USB 3.0,8 TB
"Seagate Game Drive for Xbox Halo - Master Chief LE 2TB External Hard Drive Portable HDD - USB 3.2 Gen 1 Designed for Xbox One, Xbox Series X, and Xbox Series S (STEA2000431)",92.49,https://www.amazon.com//gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg1_1?ie=UTF8&adId=A00246183PGDNX1XR7TQB&url=%2FSeagate-Game-Drive-Xbox-Halo%2Fdp%2FB08KB1WW74%2Fref%3Dsr_1_22_sspa%3Fdchild%3D1%26keywords%3DSeagate%2BHard%2BDrive%26qid%3D1619424467%26sr%3D8-22-spons%26psc%3D1&qualifier=1619424467&id=8829534904006922&widgetName=sp_btf,4.8 out of 5 stars,Seagate,USB 3.0,2 TB
Seagate 1TB 5400RPM 128MB SATA 6Gb/s (7mm) 2.5in Internal Gaming Hard Drive (Works for PS4 Game Console),49.99,https://www.amazon.com//Seagate-5400RPM-Internal-Gaming-Console/dp/B08QV81W8C/ref=sr_1_38?dchild=1&keywords=Seagate+Hard+Drive&qid=1619424632&sr=8-38,4.8 out of 5 stars,Seagate,SATA 6.0 Gb/s,1 TB
"Seagate Game Drive For Xbox 2TB SSD External Solid State Drive, Portable USB 3.0 – Designed For Xbox One, 2 Month Xbox Game Pass Membership, 1-year Rescue Service (STHB2000401)",329.99,https://www.amazon.com//gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg3_1?ie=UTF8&adId=A00228731LGKZ4C4USE56&url=%2FSeagate-Portable-Drive-Xbox-Console-compatible-USB-STHB2000401%2Fdp%2FB07HP5VWC7%2Fref%3Dsr_1_34_sspa%3Fdchild%3D1%26keywords%3DSamsung%2BHard%2BDrive%26qid%3D1619424971%26sr%3D8-34-spons%26psc%3D1&qualifier=1619424971&id=4502360763175844&widgetName=sp_atf_next,4.8 out of 5 stars,Seagate,USB 3.0,2 TB
Seagate Skyhawk 6TB Surveillance Internal Hard Drive HDD – 3.5 Inch SATA 6GB/s 256MB Cache for DVR NVR Security Camera System with Drive Health Management – Frustration Free Packaging (ST6000VX001),144.99,https://www.amazon.com//gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg1_1?ie=UTF8&adId=A09093602CZAPRB9MMIRK&url=%2FSeagate-Skyhawk-Surveillance-Hard-Drive%2Fdp%2FB07H28M89D%2Fref%3Dsr_1_14_sspa%3Fdchild%3D1%26keywords%3DHP%2BHard%2BDrive%26qid%3D1619423770%26sr%3D8-14-spons%26psc%3D1&qualifier=1619423770&id=7476227923822197&widgetName=sp_mtf,4.7 out of 5 stars,Seagate,SATA 6.0 Gb/s,6 TB
Seagate IronWolf 8TB NAS Internal Hard Drive HDD – 3.5 Inch SATA 6Gb/s 7200 RPM 256MB Cache for RAID Network Attached Storage – Frustration Free Packaging (ST8000VNZ04/N004),199.99,https://www.amazon.com//gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg2_1?ie=UTF8&adId=A0238199L8NJPJ6DOER8&url=%2FSeagate-IronWolf-Internal-Hard-Drive%2Fdp%2FB084ZV4DXB%2Fref%3Dsr_1_28_sspa%3Fdchild%3D1%26keywords%3DHP%2BHard%2BDrive%26qid%3D1619423842%26sr%3D8-28-spons%26psc%3D1&qualifier=1619423842&id=452233095668403&widgetName=sp_mtf,4.7 out of 5 stars,Seagate,SATA 6.0 Gb/s,8 TB
"Seagate One Touch SSD 1TB External Solid State Drive Portable – Black, USB 3.0 for PC Laptop and Mac, 1yr Mylio Create, 2 months Adobe CC Photography (STJE1000400)",134.99,https://www.amazon.com//Seagate-Touch-External-Solid-Portable/dp/B07WZKG9L6/ref=sr_1_19?dchild=1&keywords=SanDisk+Hard+Drive&qid=1619424208&sr=8-19,4.7 out of 5 stars,Seagate,"USB, USB Type C, USB 3.0",1 TB
Seagate BarraCuda 8TB Internal Hard Drive HDD – 3.5 Inch Sata 6 Gb/s 5400 RPM 256MB Cache for Computer Desktop PC – Frustration Free Packaging (ST8000DM004),139.99,https://www.amazon.com//gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_aps_sr_pg1_1?ie=UTF8&adId=A03799802DG044FE84DKW&url=%2FSeagate-BarraCuda-Internal-Drive-3-5-Inch%2Fdp%2FB07H289S7C%2Fref%3Dsr_1_1_sspa%3Fdchild%3D1%26keywords%3DSeagate%2BHard%2BDrive%26qid%3D1619424467%26sr%3D8-1-spons%26psc%3D1&qualifier=1619424467&id=8829534904006922&widgetName=sp_atf,4.7 out of 5 stars,Seagate,SATA 6.0 Gb/s,8 TB
Seagate BarraCuda 2TB Internal Hard Drive HDD – 3.5 Inch SATA 6Gb/s 7200 RPM 256MB Cache 3.5-Inch – Frustration Free Packaging (ST2000DM008),52.99,https://www.amazon.com//Seagate-BarraCuda-Internal-Drive-3-5-Inch/dp/B07H2RR55Q/ref=sr_1_3?dchild=1&keywords=Seagate+Hard+Drive&qid=1619424467&sr=8-3,4.7 out of 5 stars,Seagate,SATA 6.0 Gb/s,2 TB
"Seagate One Touch 2TB External Hard Drive HDD – Black USB 3.0 for PC Laptop and Mac, 1 Year MylioCreate, 4 Months Adobe Creative Cloud Photography Plan (STKB2000412)",64.59,https://www.amazon.com//Seagate-Touch-External-Hard-Drive/dp/B08GQF2SGQ/ref=sr_1_8?dchild=1&keywords=Seagate+Hard+Drive&qid=1619424467&sr=8-8,4.7 out of 5 stars,Seagate,USB 3.0,2000 GB
Seagate Skyhawk 4TB Surveillance Internal Hard Drive HDD – 3.5 Inch SATA 6GB/s 64MB Cache for DVR NVR Security Camera System with Drive Health Management – Frustration Free Packaging (ST4000VX007),92.99,https://www.amazon.com//Seagate-Skyhawk-Surveillance-Hard-Drive/dp/B07H231394/ref=sr_1_9?dchild=1&keywords=Seagate+Hard+Drive&qid=1619424467&sr=8-9,4.7 out of 5 stars,Seagate,SATA 6.0 Gb/s,4 TB
"Seagate IronWolf Pro 14TB NAS Internal Hard Drive HDD – CMR 3.5 Inch SATA 6Gb/s 256MB Cache for RAID Network Attached Storage, Data Recovery Service – (ST14000NE0008)",454.99,https://www.amazon.com//gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg2_1?ie=UTF8&adId=A071101527T89RZ41RUMC&url=%2FSeagate-IronWolf-7200RPM-256MB-3-5-Inch%2Fdp%2FB07H57WY2Z%2Fref%3Dsr_1_17_sspa%3Fdchild%3D1%26keywords%3DSeagate%2BHard%2BDrive%26qid%3D1619424557%26sr%3D8-17-spons%26psc%3D1&qualifier=1619424557&id=2053760944892977&widgetName=sp_atf_next,4.7 out of 5 stars,Seagate,SATA 6.0 Gb/s,14 TB
Seagate Expansion Desktop 4TB External Hard Drive HDD – USB 3.0 for PC Laptop (STEB4000100),94.99,https://www.amazon.com//Seagate-Expansion-Desktop-External-STEB4000100/dp/B00TKFEE8K/ref=sr_1_6?dchild=1&keywords=Seagate+Hard+Drive&qid=1619424467&sr=8-6,4.6 out of 5 stars,Seagate,USB 3.0,4 TB
Seagate Expansion Portable 1TB External Hard Drive HDD – USB 3.0 for PC Laptop (STEA1000400),47.99,https://www.amazon.com//Seagate-Expansion-Portable-External-STEA1000400/dp/B00TKFEEAS/ref=sr_1_10?dchild=1&keywords=Seagate+Hard+Drive&qid=1619424467&sr=8-10,4.6 out of 5 stars,Seagate,USB 3.0,1 TB
Seagate Backup Plus Hub 8TB Desktop Hard Drive with Rescue Data Recovery Services,168.9,https://www.amazon.com//Seagate-Backup-Desktop-Recovery-Services/dp/B07KFG2ZYN/ref=sr_1_19?dchild=1&keywords=Seagate+Hard+Drive&qid=1619424467&sr=8-19,4.6 out of 5 stars,Seagate,USB 3.0,8000 GB
"Seagate Exos x10 10TB SATA 6Gb/s 256MB Cache Enterprise Hard Drive 3.5"" (ST10000NM0086)",263.17,https://www.amazon.com//Seagate-256MB-Cache-Enterprise-ST10000NM0086/dp/B01LXXV880/ref=sr_1_20?dchild=1&keywords=Seagate+Hard+Drive&qid=1619424467&sr=8-20,4.6 out of 5 stars,Seagate,SATA 6.0 Gb/s,10 TB
Seagate SkyHawk 1TB Surveillance Hard Drive - Sata 6Gb/s 64MB Cache 3.5-Inch Internal Drive (ST1000VX005),52.46,https://www.amazon.com//Seagate-SkyHawk-Surveillance-Hard-Drive/dp/B01LOOJ8R6/ref=sr_1_51?dchild=1&keywords=Seagate+Hard+Drive&qid=1619424632&sr=8-51,4.6 out of 5 stars,Seagate,SATA 6.0 Gb/s,1 TB
Seagate BarraCuda 5TB Internal Hard Drive HDD – 2.5 Inch SATA 6Gb/s 5400 RPM 128MB Cache for Computer Desktop PC (ST5000LM000),187.93,https://www.amazon.com//Seagate-BarraCuda-Internal-2-5-Inch-ST5000LM000/dp/B01M0AADIX/ref=sr_1_23?dchild=1&keywords=Seagate+Hard+Drive&qid=1619424557&sr=8-23,4.5 out of 5 stars,Seagate,SATA 6.0 Gb/s,5 TB
"Seagate Backup Plus Portable 4TB External Hard Drive HDD – Black USB 3.0 for PC Laptop and Mac, 2 Months Adobe CC Photography (STDR4000100)",145,https://www.amazon.com//Seagate-Portable-External-Photography-STDR4000100/dp/B00ZTRXFBA/ref=sr_1_34?dchild=1&keywords=Seagate+Hard+Drive&qid=1619424557&sr=8-34,4.5 out of 5 stars,Seagate,USB 3.0,4 TB
Seagate Enterprise Capacity 3.5 HDD 10TB (Helium) 7200RPM SATA 6Gb/s 256 MB Cache Internal Bare Drive (ST10000NM0016),250,https://www.amazon.com//Seagate-Enterprise-Capacity-Cache-Internal-ST10000NM0016/dp/B01DSRHFOK/ref=sr_1_35?dchild=1&keywords=Seagate+Hard+Drive&qid=1619424557&sr=8-35,4.5 out of 5 stars,Seagate,SATA 6.0 Gb/s,10 TB
Seagate BarraCuda 500GB Internal Hard Drive HDD – 3.5 Inch SATA 6 Gb/s 7200 RPM 32MB Cache for Computer Desktop PC (ST500DM009),39.99,https://www.amazon.com//Seagate-Barracuda-Internal-3-5-Inch-ST500DM009/dp/B01IEKG3TY/ref=sr_1_37?dchild=1&keywords=Seagate+Hard+Drive&qid=1619424632&sr=8-37,4.5 out of 5 stars,Seagate,SATA 6.0 Gb/s,500 GB
Seagate (ST2000LX001) FireCuda 2TB Solid State Hybrid Drive Performance SSHD – 2.5 Inch SATA 6Gb/s Flash Accelerated for Gaming PC Laptop,248.6,https://www.amazon.com//Seagate-FireCuda-Accelerated-Performance-ST2000LX001/dp/B01M1NHCZT/ref=sr_1_32?dchild=1&keywords=Seagate+Hard+Drive&qid=1619424557&sr=8-32,4.4 out of 5 stars,Seagate,SATA 6.0 Gb/s,2 TB
"Seagate Exos X18 18TB Enterprise HDD - CMR 3.5 Inch Hyperscale SATA 6Gb/s, 7200 RPM, 512e and 4Kn FastFormat, Low Latency with Enhanced Caching (ST18000NM000J)",565,https://www.amazon.com//Seagate-ST18000NM000J-Internal-Surveillance-Supported/dp/B08K98VFXT/ref=sr_1_35?dchild=1&keywords=Seagate+Hard+Drive&qid=1619424632&sr=8-35,4.4 out of 5 stars,Seagate,SATA 6.0 Gb/s,18000 GB
(Old Model) Seagate 1TB Desktop HDD Sata 6Gb/s 64MB Cache 3.5-Inch Internal Bare Drive (ST1000DM003),49.99,https://www.amazon.com//Seagate-Desktop-3-5-Inch-Internal-ST1000DM003/dp/B005T3GRNW/ref=sr_1_45?dchild=1&keywords=Seagate+Hard+Drive&qid=1619424632&sr=8-45,4.4 out of 5 stars,Seagate,SATA 6.0 Gb/s,1 TB
Seagate Enterprise Capacity 8TB 256MB Cache 7200RPM (512e) SATA 6Gb/s 3.5inch Internal Hard Drive - ST8000NM0105,169.99,https://www.amazon.com//Seagate-Enterprise-Capacity-7200RPM-Internal/dp/B08XWPTWYX/ref=sr_1_21?dchild=1&keywords=Seagate+Hard+Drive&qid=1619424557&sr=8-21,4.3 out of 5 stars,Seagate,SATA 6.0 Gb/s,8 TB
Seagate 8TB Enterprise Capacity 3.5 HDD 7200RPM SATA 6Gbps 256 MB Cache Internal Bare Drive (ST8000NM0055),175,https://www.amazon.com//Seagate-256MB-3-5-Inch-Enterprise-ST8000NM0055/dp/B016AG0ITU/ref=sr_1_39?dchild=1&keywords=Seagate+Hard+Drive&qid=1619424632&sr=8-39,4.3 out of 5 stars,Seagate,SATA 6.0 Gb/s,8 TB
Seagate Desktop HDD Hard Drive - Internal (ST1000DM003),49,https://www.amazon.com//Seagate-Desktop-HDD-Hard-Drive/dp/B01KALOV08/ref=sr_1_47?dchild=1&keywords=Seagate+Hard+Drive&qid=1619424632&sr=8-47,4.3 out of 5 stars,Seagate,FireWire eSATA,1 TB
"Seagate - ST8000VE000 Skyhawk AI ST8000VE000 8 TB Hard Drive - 3.5 Internal - SATA (SATA/600) - Network Video Recorder, Video Surveillance System Device Supported - 7200rpm - 256 MB Buffer -",217.95,https://www.amazon.com//Seagate-ST8000VE000-Internal-Surveillance-Supported/dp/B07XF5RRCD/ref=sr_1_41?dchild=1&keywords=Seagate+Hard+Drive&qid=1619424632&sr=8-41,4.0 out of 5 stars,Seagate,SATA 6.0 Gb/s,8000 GB
Seagate Pipeline HD (ST3500414CS) 500GB 16MB Cache SATA 3.0Gb/s 3.5in Internal Surveillance Hard Drive - 3 Year Warranty,18.88,https://www.amazon.com//Seagate-Pipeline-ST3500414CS-Internal-Surveillance/dp/B08YJ9MR4F/ref=sr_1_49?dchild=1&keywords=Seagate+Hard+Drive&qid=1619424632&sr=8-49,3.8 out of 5 stars,Seagate,SATA 3.0 Gb/s,500 GB
TEAMGROUP T-Force Vulcan 1TB with DRAM 3D NAND TLC 2.5 Inch SATA III Internal Solid State Drive SSD (Read/Write Speed up to 560/510 MB/s) Compatible with Laptop & PC Desktop T253TV001T3C301,105.99,https://www.amazon.com//gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_aps_sr_pg1_1?ie=UTF8&adId=A0623370FL5SM1RTDE6L&url=%2FTEAMGROUP-T-Force-Vulcan-Internal-SSD%2Fdp%2FB07QQT471T%2Fref%3Dsr_1_2_sspa%3Fdchild%3D1%26keywords%3DSamsung%2BHard%2BDrive%26qid%3D1619424719%26sr%3D8-2-spons%26psc%3D1&qualifier=1619424719&id=1761329565058012&widgetName=sp_atf,4.8 out of 5 stars,TEAMGROUP,SATA 6.0 Gb/s,1000 GB
"Timetec 1TB SSD 3D NAND SATA III 6Gb/s 2.5 Inch 7mm (0.28"") 800TBW Read Speed Up to 530 MB/s SLC Cache Performance Boost Internal Solid State Drive (1TB)",84.99,https://www.amazon.com//gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg4_1?ie=UTF8&adId=A02342742H8LMID49VQNZ&url=%2FTimetec-800TBW-Speed-Performance-Internal%2Fdp%2FB08GJCS69D%2Fref%3Dsr_1_50_sspa%3Fdchild%3D1%26keywords%3DSamsung%2BHard%2BDrive%26qid%3D1619425095%26sr%3D8-50-spons%26psc%3D1%26smid%3DA23AD5LOJUVSEP&qualifier=1619425095&id=1240216539071610&widgetName=sp_atf_next,4.8 out of 5 stars,Timetec,SSD,1024 GB
"TOPMORE TP100 SSD 480GB 2.5"" SATA III Internal Solid State Drive R/W Up to 550MB/s (Made in Taiwan)",66.99,https://www.amazon.com//gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg2_1?ie=UTF8&adId=A01021862A8E2JKGFLPWR&url=%2FTOPMORE-TP100-480GB-Internal-Taiwan%2Fdp%2FB087N85449%2Fref%3Dsr_1_27_sspa%3Fdchild%3D1%26keywords%3DSanDisk%2BHard%2BDrive%26qid%3D1619424319%26sr%3D8-27-spons%26psc%3D1&qualifier=1619424319&id=2732120363140113&widgetName=sp_mtf,4.5 out of 5 stars,Topmore,SSD,480 GB
"Toshiba (HDTB420XK3AA) Canvio Basics 2TB Portable External Hard Drive USB 3.0, Black",57.99,https://www.amazon.com//gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg1_1?ie=UTF8&adId=A03691761HJXL83PGCKAJ&url=%2FToshiba-HDTB420XK3AA-Canvio-Portable-External%2Fdp%2FB079D3D8NR%2Fref%3Dsr_1_9_sspa%3Fdchild%3D1%26keywords%3DHP%2BHard%2BDrive%26qid%3D1619423770%26sr%3D8-9-spons%26psc%3D1&qualifier=1619423770&id=7476227923822197&widgetName=sp_mtf,4.7 out of 5 stars,Toshiba,USB 3.0,2 TB
"Toshiba Canvio Advance 1TB Portable External Hard Drive USB 3.0, Red - HDTCA10XR3AA",51.99,https://www.amazon.com//gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg2_1?ie=UTF8&adId=A02549902JGJDTWX103G4&url=%2FToshiba-Canvio-Advance-Portable-External%2Fdp%2FB08JKFHZKW%2Fref%3Dsr_1_17_sspa%3Fdchild%3D1%26keywords%3DHP%2BHard%2BDrive%26qid%3D1619423842%26sr%3D8-17-spons%26psc%3D1&qualifier=1619423842&id=452233095668403&widgetName=sp_atf_next,4.7 out of 5 stars,Toshiba,"USB 3.0, USB 2.0",1000 GB
"Toshiba (HDTB410XK3AA) Canvio Basics 1TB Portable External Hard Drive USB 3.0, Black",44.99,https://www.amazon.com//gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg2_1?ie=UTF8&adId=A08235973DLKH6QC3KVTR&url=%2FToshiba-HDTB410XK3AA-Canvio-Portable-External%2Fdp%2FB079D359S6%2Fref%3Dsr_1_18_sspa%3Fdchild%3D1%26keywords%3DHP%2BHard%2BDrive%26qid%3D1619423842%26sr%3D8-18-spons%26psc%3D1&qualifier=1619423842&id=452233095668403&widgetName=sp_atf_next,4.7 out of 5 stars,Toshiba,USB 3.0,1 TB
"Toshiba (HDTB440XK3CA) Canvio Basics 4TB Portable External Hard Drive USB 3.0, Black",89.99,https://www.amazon.com//gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg3_1?ie=UTF8&adId=A04141432RPRHX9AZ6WBP&url=%2FToshiba-Canvio-Portable-External-HDTB440XK3CA%2Fdp%2FB07KQPKJXH%2Fref%3Dsr_1_33_sspa%3Fdchild%3D1%26keywords%3DHP%2BHard%2BDrive%26qid%3D1619423942%26sr%3D8-33-spons%26psc%3D1&qualifier=1619423942&id=1843534696184077&widgetName=sp_atf_next,4.7 out of 5 stars,Toshiba,USB 3.0,4 TB
"Toshiba (HDTC920XR3AA) Canvio Advance 2TB Portable External Hard Drive USB 3.0, Red",69.99,https://www.amazon.com//Toshiba-Advance-Portable-External-HDTC920XR3AA/dp/B079HD84R6/ref=sr_1_29?dchild=1&keywords=SanDisk+Hard+Drive&qid=1619424319&sr=8-29,4.7 out of 5 stars,Toshiba,USB 3.0,2 TB
"Toshiba Canvio Flex 1TB Portable External Hard Drive USB-C USB 3.0, Silver for PC, Mac, & Tablet - HDTX110XSCAA",56.99,https://www.amazon.com//gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg4_1?ie=UTF8&adId=A02600941C0EWOB3J34V6&url=%2FToshiba-Canvio-Portable-External-Silver%2Fdp%2FB08JKH2DS2%2Fref%3Dsr_1_49_sspa%3Fdchild%3D1%26keywords%3DSamsung%2BHard%2BDrive%26qid%3D1619425095%26sr%3D8-49-spons%26psc%3D1&qualifier=1619425095&id=1240216539071610&widgetName=sp_atf_next,4.7 out of 5 stars,Toshiba,"USB, USB Type C, USB 3.0",1000 GB
Toshiba X300 8TB Performance & Gaming 3.5-Inch Internal Hard Drive – CMR SATA 6 GB/s 7200 RPM 256 MB Cache - HDWR180XZSTA,179.99,https://www.amazon.com//Toshiba-Performance-Gaming-Internal-Drive/dp/B085RV9B1N/ref=sr_1_10?dchild=1&keywords=Samsung+Hard+Drive&qid=1619424719&sr=8-10,4.4 out of 5 stars,Toshiba,SATA 6.0 Gb/s,8000 GB
Toshiba X300 10TB Performance & Gaming 3.5-Inch Internal Hard Drive - CMR SATA 6 GB/s 7200 RPM 256 MB Cache - HDWR11AXZSTA,272.99,https://www.amazon.com//gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg1_1?ie=UTF8&adId=A04800783TLR7YL4WALBH&url=%2FToshiba-HDWR11AXZSTA-Performance-Gaming-Internal%2Fdp%2FB07CSFGLFZ%2Fref%3Dsr_1_11_sspa%3Fdchild%3D1%26keywords%3DSamsung%2BHard%2BDrive%26qid%3D1619424719%26sr%3D8-11-spons%26psc%3D1&qualifier=1619424719&id=1761329565058012&widgetName=sp_mtf,4.4 out of 5 stars,Toshiba,SATA 6.0 Gb/s,10 TB
